tweet_id,tweet_username,tweet_text,id
1021795444945383424,VuduReverso,"""@cmerigo Eu acho um absurdo essa associação de Bolsonaro com Satanás. Sério mesmo. Um desrespeito. Uma coisa que não se faz com ninguém! Principalmente com Lúcifer, que já vive no inferno, coitado... Espero que Papai do Chão processe vocês!""",
1021795454684672000,ultrashalo,"""@BethBarros @emirsader Ainda bem que Lula,e seu PGBL de 9,5 milhões,e a ""aposentadoria da dona Marisa(que nunca trabalhou),estão entre estas mentiras que passaram a ser acreditadas""",
1021795454902788097,BelaSofiee,"""@DnloPortela @aavs1976 E nem vai ficar na mesma cela que o Lula""",
1021795458111467525,leandroharias,"""Não vou excluir ninguém que vota em Bolsonaro, em Ciro, em Marina, Manuella, Boulos, Haddad etc., ..., Mais opção pra eu tirar onda quando a porca comer essas aberrações., ..., 🤣""",
1021795462855180288,_DiiRocha,""" #SergioMoro #LULA #CNJ""",
1021795489174499328,RBJoaoMiguel,"""vai votar no bolsonaro? — N tirei meu título mas n votaria nele não.... """,
1021795498200576000,bodysehun,"""eu já fui em uma manifestação do lula livre kkkkkm""",
1021795517968392194,carlaodevalente,"""Gostei de um vídeo @YouTube  carta Lula diz que vai criar o dia do volto e reafirma candidatura!""",
1021795517876105216,_lauratts,"""bolsonaro vai liberar a caça se for presidente :OOO, , galera a caça já ocorre aos montes mesmo com a burocracia, eh uma questão de conscientização e não de ter uma lei inútil dizendo que nao pode""",
1021795520208162816,Berselli,"""@ehomath @RT_leal Toda vez que vejo a Marina Silva imagino uma anta no mato.""",
1021795532136742920,mivagodet,"""Dirigente Alemão diz que Justiça é usada com fins políticos no Brasil contra Lula """,
1021795545881358337,Theodoradunel,"""@JanainaDoBrasil Nunca conseguí lhe imaginar vice de Bolsonaro. Não fecha. Vc pode contribuir com o Brasil de outras formas ou aliada à outro candidato que tem executado ações concretas para um Brasil melhor.""",
1021795555180208128,Lucas_telesss28,"""@MXT_O_MXT @LeoKitsune melhor que votar no ciro gomes""",
1021795576265023491,PedroMo03498728,"""Neto apoiando Bolsonaro? Hmmmm""",
1021795611224547330,jpcisternas,"""@AlbertoMayol probablemente Mandela estuvo preso 12 años por delitos de corrupción pasiva y lavados de activos., Increíble!!!, , """,
1021795622624481280,ISAACBETALAB09,"""Corrida presidencial | Josué não será candidato a vice de Geraldo Alckmin  """,
1021795653607976960,Guimuller89,"""Quem assistiu o roda viva ontem? Temos um novo presidente, quiçá ainda no primeiro turno, Geraldo Alckmin. Com o supremo, com o centrão, com a mídia, com tudo.""",
1021795657105866752,ISAACBETALAB10,"""Corrida presidencial | Josué não será candidato a vice de Geraldo Alckmin  """,
1021795661119987713,eudesaqui,"""@PatoCorporation Se não tem o nome do Lula não dá Ibope...sacou....""",
1021795661161746432,braian_sousa,"""Corrida presidencial | Josué não será candidato a vice de Geraldo Alckmin  """,
1021795671681064960,ISAACBETALAB11,"""Corrida presidencial | Josué não será candidato a vice de Geraldo Alckmin  """,
1021795672775905280,p_panelapressao,"""O jurista Luiz Fernando Casagrande Pereira, advogado das questões eleitorais de Lula, disse claramente: “Lula pode ser candidato, ser eleito e diplomado.”., &gt; Assista e inscreva-se no canal pelo link: , , #lulalivre #lulapresidente #eleicoes #jurista""",
1021795678404706306,AntnioR87635445,"""@deltanmd O Lula achava que o fato de deixar os bens em nome de laranjas sairia impune, a casa caiu todas as testemunhas e delações mostram que ele é o proprietário verdadeiro dos imóveis, quem não enxerga ou é doente mental, ou está cegamente apaixonado pelo bandido.""",
1021795685857935360,MoreliaMX,"""Sedena y SSP detienen a ligados con célula criminal en Apatzingán. """,
1021795701221728257,teentytans,"""logo abaixo dos apoiadores de bolsonaro, o qual ele não é no caso""",
1021795705634140160,andrenetho,"""Exclusivo: ‘Não entendo mesmo de economia’, afirma Jair Bolsonaro """,
1021795720695885826,bbeux_,"""Bolsonaro falando sobre a legalização da caça e parabenizando os caçadores por esse ~esporte~ conseguiu arrancar um tipo de ódio que eu nem sabia que existia em mim""",
1021795731538145280,N_Carvalheira,"""⚀ Em carta, Lula se compara a D. Pedro I, ,  """,
1021795734092492800,LucasAzevedo92,"""- Ciro Gomes (ok, calma), - Paulo Rabello, - Vera Lúcia, - Guilherme Boulos, - Aldo Rabelo, - Alvaro Dias, - Geraldo Alkimin (pula ok), (continua...)""",
1021795738249060352,GauchoDeDireita,"""Bolsonaro,  Janaína Paschoal e as intrigas da esquerda  via @YouTube""",
1021795738186129408,MarceloPintoBA,"""Advogado de Alckmin defende que Lula tem direito de ser candidato  via @brasil247""",
1021795741617086466,esterdosreis_,"""Eu fico com muita raiva vendo esses eleitores de Bolsonaro no facebook, qual a lavagem cerebral que eles sofreram que não conseguem ver a merda que esse cara é????""",
1021795744238522370,rubbostronda,"""Bolsonaro neles!!!! """,
1021795749082943489,AgenteVSP,"""@geraldoalckmin Continua a fazer propaganda para Bolsonaro q está ótimo , melhor Jair chorando mesmo""",
1021795750613856256,JeannieDjinn,"""Qd vejo o tipo de gente q perde seu tempo indo desqualificar o presidente Lula por conta de sua caligrafia, eu sinto mais orgulho ainda dele e do lado da história que estou. Meus pais tbm ñ tiveram estudo e fizeram o melhor pela nossa família. Assim como Lula fez pelo povo!""",
1021795759673536512,olaorcamil,"""@Estadao Bolsonaro quer fazer um  "" puxadinho "" de tudo que ( Collor ) não presta ! igual ao  centrão; pura inveja""",
1021795770708701185,MILTONPROENCA1,"""A quem interessa uma união que não seja em torno de Lula/PT? """,
1021795792431009794,AsaZihlangu,"""Akukho lula guys, but i'll fucking make it anyway.""",
1021795792301039616,Robsaumm,"""@emirsader """,
1021795795375464449,LucasAzevedo92,"""- Henrique Meirelles(fantoche do temer ok), - João Amoedo , - Levy Fidelix (pastor peidorreiro, ta bom e ""ex homofóbico"" ah vah), - Lula (livre.... só que não kkk), (ta acabando...)""",
1021795806876246016,ChavesRegio,"""@Eu_Alice_Alice @SPD_33 O que me preocupa, não é o Lula se candidatar; e sim está em segundo nas pesquisas. Lamentável.""",
1021795811288641537,phbem2018,"""@apyus Fico impressionado com a INSENSATEZ de certos formadores de opinião, supostamente democratas, capazes de endossar a candidatura de Bolsonaro. Quem admite a hipótese de suicídio no caso Herzog, não merece ser nem VEREADOR! """,
1021795832172105734,MouraoBreno,"""@rcp01 Essa mulher é fumo pra Bolsonaro, tem que sair de perto dela""",
1021795842527780864,israel_marchi,"""@jovensreacinhas @RodrigoDaniloRC Onde bolsonaro disse defender milícias?, Além da esquerda apoiar bandidos, é mentirosa!""",
1021795864686288896,PETDALT,"""@el_dinamo @AlbertoMayol SI, es verdad y AL CAPONE también por distintas razones y ¿ LULA por ?""",
1021795866796023808,soniacofra,"""@LourenzoAL @DonaReginaa Tem que tirar Lula da enquete por que #lulapreso""",
1021795875256000513,LucasAzevedo92,"""- Manuela D'ávila ( quem é Stalin?), - Marina Silva (igual copa), esses são pré- candidatos uns que ja ouvi falar outros não e vai me dizer que só tem o menos pior... bolsonaro?? pelo amor..., fonte; """,
1021795896294400000,EmolTV,"""[VIDEO] ENTREVISTA Soledad Alvear y carta de apoyo a Lula: ""Es un error, creo que no es conveniente"" @emol #YaEstáEnEmol  """,
1021795899394207745,Maria_Aurea115,"""Lula diz querer imitar dom Pedro e fala em criar o 'dia do volto' @UOL """,
1021795922781581313,Nadama65248607,""" #LULA #OBrasilFelizdeNovo #Haddad #Modernidade""",
1021795925285629952,coyotenando,"""@SchuldinerKarl @jairbolsonaro @geraldoalckmin Você não acha que o caso ""vice"" do Bolsonaro está em alta devido a desistência dos nomes que ele anuncia???""",
1021795926040604672,MariluParreiras,"""PRISÃO DE LULA EXPLÍCITA A NECESSIDADE DE UMA FRENTE AMPLA NAS ELEIÇÕES … , """,
1021795926577500160,SpitfireAN,"""Marina e Manuela brigam por votos...de repente, chega BOLSONARO e a debandada é geral., #EuVotoBolsonaro17 , #BolsonaroPresidente """,
1021795930176192514,Rubenmarizf,"""@freire_roberto Tenho uma admiração por suas posições , não voto em Bolsonaro , sou anti ptista e anti bandido seja qual for o partido , vc pisou na bola com alckmin e esse grupo dele , vários investigados .""",
1021795934273974272,BlogOlhoNaMira,"""@xicothepi KGB. O B é de Bolsonaro kkk""",
1021795952221405187,nelsonbolzoni,"""@vanessabg81 Tenho respeito pela Dr.ª Janaína Paschoal. Seu trabalho no processo de impeachment da ex-guerrilheira Dilma Rousseff foi primoroso, mas acho que não tem o perfil para ser vice de Jair Bolsonaro (@jairbolsonaro)., , #Bolsonaro2018""",
1021795962912735233,thicico,"""@BelaSofiee @DnloPortela @aavs1976 Serassi eu for presa me colocam na mesma sela do lula? 😍😍""",
1021795970852503552,bola_jundiai,"""Hoje tem célula nos lares de Jundiaí e região. Confira nossos endereços e não deixe de estar em comunhão! #celulasjundiaieregiao #vempracelula #bdnjundiai #vemprobolajundiai""",
1021795978272223232,pedruHetfield,"""Mano,eu so queria entender como é que uns cara tipo Bolsonaro consegue tanto apóio das pessoas pra ser PRESIDENTE do país""",
1021795985935216640,rivotrix69,"""to me preparando pra ter um bom embasamento teórico pra discutir com meu pai sobre a decisão infeliz dele no bolsonaro, não que precise muito pra saber que é burrice, mas faço questão de saber bastante sobre pra ele não ter o que falar""",
1021795988401467392,Salmuscrown,"""@BlogDoPim Putz Janaína é a favor das cotas? Caiu completamente no meu conceito! Ainda bem que Bolsonaro não bateu o martelo! Ele devia chamar o gen. Mourão pra vice!""",
1021796007942807552,matheus_raddi,"""@BrunoScaldafer1 @revistaforum @Leoni_a_jato Ah, entendi. Você queria votar no Lula.""",
1021796024166350853,independisso,"""@aguedescartoon antes da eleição critica tudo, procura saber o q todo mundo quer ouvir q nem peixe ensaboado, dps q é eleito pode apagar q a mesma merda de sempre vai continuar. as críticas do bolsonaro são as mesmas ontem, hj e amanhã, mas ele q é o embuste...""",
1021796025940496384,avidabe19794847,"""cara eu NUNCA vi alguém ganhar uma discussao comigo sério eu sou mt advogado lula me contrata""",
1021796055246139392,itshawstay,"""o namorado da minha irmã falando que vai votar no bolsonaro, ranço """,
1021796061311131650,fellipehardoim,"""@LourenzoAL @ElvisRo04398534 @LulaOficial @RedeGlobo Eu mesmo sou um robô de carne e osso, criado pelo presidente do Brasil, Jair Bolsonaro""",
1021796067585744896,macriarom,"""Vocês acreditam que o Lula será solto!? #DebateNoPanico""",
1021796067896123399,junnior1905,"""@MarcelaFLima Pior que Bolsonaro, é Bolsonaro + Janaiana!""",
1021796088888668167,PrimoJailson,"""@BlogDoPim Justamente por isso que eu prefiro o Cel Marcos Pontes pra ser vice do Bolsonaro. Pra mim, a Janaína pode ser ministra da justiça,  ou congressista...""",
1021796106718666752,realityloucura,"""@EricoDietrich Deve ser a mesma que fizeram nas pessoas que acham que o Lula é inocente. Na minha opinião ambos são corruptos igualmente.""",
1021796109893754881,efreitas14,"""@lobaoeletrico Todo fanatismo é ruim. Mas estou confuso, pois vc nunca se furtou de dar suas opiniões, e pelo que acompanhei nos últimos anos, vc parecia estar bem próximo das idéias do Bolsonaro. Falou tão bem de temas tão complexos, cativou e conquistou o respeito de muita gente, e na hora H.""",
1021796111789510657,Ssampaio3,"""@ptbrasil @LulaOficial Partido maldito., """,
1021796125471371264,DaniContin,"""Neymar está fora da lista da FIFA... Olha, ele pode, então, entrar para a lista de vice do Bolsonaro...""",
1021796143376809985,paulodex,"""Janaina já deu. Ela é mais do mesmo. Já vimos isso. No final nada muda. Brasil precisa de um choque de alta voltagem e sem mimimi. Cota pra pobre talvez. Cota pra preto ou qualquer outro segmento nunca. Os pontos de divergência entre Bolsonaro e Janaina """,
1021796145603989504,gojammaj,"""VÍDEO – marcha Lula Livre sai de Caucaia, no Ceará, e segue em direção ao centro de Fortaleza """,
1021796153665433600,israel_marchi,"""Não sabia que bolsonaro defendia milícias 😂😂 acabou a munição dos ataques, e começam as fake news. """,
1021796177229037568,qkode,"""Dictatorship-loving Trump wannabe could become Brazil's next president: Far-right former army officer is in second place in the polls...  behind only ex-President Lula who is in jail for corruption """,
1021796199370817537,Crthamyres,"""Uma hora dessa minha vó mostrando o bolsonaro chorando kkkkkk""",
1021796208996704258,nocautefm,"""""QUERIDO LULA"":  via @YouTube""",
1021796217750253568,Maria_Aurea115,"""Será piada?! Lula diz querer imitar dom Pedro e fala em criar o 'dia do volto' @UOL """,
1021796218094145544,FbioJardimOfici,"""#DebateNoPanico  quem banca os advogados de lula?""",
1021796224696033280,SyriusLottiJr,"""??????,  """,
1021796230127669248,w_liberato,"""Blog do Liberato - #LIBERDADE PARA LULA!: Dossier: Aspectos fundamentales de la situación en... """,
1021796241741701122,RibeiroGuto1798,"""@JJMaryJoseph @Tarik_mohad @JoHnNy_RoCk1 @PITTA_macedo Geraldo Alckmin, vulgo, o Santo, deveria estar preso junto com o Lula em CWB porque é comprovadamente um CORRUPTO !!! Flw vlw.""",
1021796242391814144,Nadama65248607,""" #lulalivre #RedeGlobo #lavajato #Resistência""",
1021796246162432000,Ssampaio3,"""@ptbrasil @LulaOficial Partido maldito., """,
1021796268220272640,jgutog,"""@analisdocsPF @lobaoeletrico Tinha um depautado federal aqui na minha cidade, era presidente do nacional do PMDB, jantava com o Lula, e aprovava até lei de uma escada para a Lua, fico pensando, talvez não ter projeto de lei aprovado, possa significar algo de bom... PS: Esse dep. foi condenado no mensalao...""",
1021796271017914368,pretarn2010,"""""",
1021796279196758017,rogeriobuters1,"""@Eduardo77215462 @NalimAero 1 seguidor vote nela e seja feliz. Ngm quer que vc ou qq outro ser como vc vote em Bolsonaro. VC tem dezenas de outros candidatos esquerdopatas, inclusive 1 está preso pra vc votar com gosto. Antes que eu me esqueça, alguém já mandou vc tnc, senão vá. #EuVotoBolsonaro17""",
1021796292723437568,violebrisa,"""Extrañando a mi amiga Lula""",
1021796295084793856,blmoc,"""eu tava com um pé atrás sobre uma amizade minha né aí acabei de ver uma votação no facebook sobre bolsonaro e a pessoa votou a favor""",
1021796297827868672,atakams,"""V- vi uma vez na célula e de cara não gostei muito. Super forçado, acha q é melhor do q os outros, fica querendo dar uma de sabidão.... Se você mudar um pouco esse jeitinho, até que consegue ser legal.""",
1021796310662488065,Lulainjail2018,"""@Mr_KitsuneYouko @pinhead_lives @LulaOficial Lula wa dorobo desu yo, 😂😂😂😂""",
1021796317058793478,danyelleef,"""Lula ou Dilma? — nenhum """,
1021796319080460288,GledsonVieir,"""Acabaram de assopra no meu ouvido que Janaína Paschoal recusará ser vice na chapa do Bolsonaro, deve ser indicado para ocupa o ministro da justiça. , , Fonte: confiável porém sigilosa. """,
1021796320368123904,ObSeRvBz,"""@LourenzoAL @Bminasi Lula não é candidato é cachorro morto e nem merece menção em pesquisas fajutas.""",
1021796325342498816,BetoBetosc47,"""Carta do ex presidente Lula, dizendo que vai criar o ""Dia do volto""""",
1021796334775554050,bornthiswaei,"""Será que eu estou vivendo ou apenas esperando o Bolsonaro ser massacrado nos debates?""",
1021796339452133378,comunacritico,"""Lula teve 8 anos para transformar o país em fome e destruição, fez o contrário!!, , Anos depois e direita continua adestrandro os idiotas com a premissa que ele e o PT tem um plano de transformar o país em fome e destruição.""",
1021796343717785601,BahiaNaPolitica,"""Enviado por Jair Onofre - 24.07.2018 05:54h, Eleição estadual, Apoio do centrão a Geraldo Alckmin não foi ruim para Rui Costa,  , , Se nacionalmente a composição do centrão com Geraldo... """,
1021796347761057792,leleaocubosz,"""Que chegue a célula amanhã 😍😍😍😍""",
1021796344279785475,djalmadias130,"""Essa mulher Joyce Hasselmann se tornou ré da justiça do Paraná por ofender as mulheres, chamando de cadelas, essa mulher que foi demitida da Veja, Jovem Pan, apoiou Dória e agora tem Bolsonaro como mito, tudo isto para conseguir uma vaga na Câmara federal, ela é uma hipócrita. """,
1021796370536169472,fatimam_parente,"""@augustosnunes CIRO GOMES é o único candidato preparado, competente e com plano de Governo para ser nosso PRESIDENTE.🇧🇷🇧🇷🇧🇷👏👏👏""",
1021796377356132352,GledsonVieir,"""@BlogDoPim Acabaram de assopra no meu ouvido que Janaína Paschoal recusará ser vice na chapa do Bolsonaro, deve ser indicado para ocupa o ministro da justiça. , , Fonte: confiável porém sigilosa. """,
1021796378790584321,arthur_ogawa,"""@claracdv01 Gente doente assim q vota num doente tipo o bolsonaro""",
1021796381722337281,tavokes,"""sabe o que vai acontecer se o bolsonaro ganhar? , , nada""",
1021796384503156736,Sempre_Fogo,"""@LourenzoAL Qual o motivo de um corrupto condenado pela justiça constar na pesquisa? Conheces a lei de ficha limpa? A lei do Brasil não vale para aquele lixo do Lula?""",
1021796389985177601,crvgaliza2,"""um dos motivos que não suporto meu padrasto é que ele apoia o Bolsonaro""",
1021796393344753665,kathcavallazzi,"""Bolsonaro dizendo que apoia a caça...., Olha achei q eu nao podia odiar ele mais e agora eu percebi que da sim""",
1021796406820892672,jaosaudino,"""É sempre bom relembrar """,
1021796408448479232,PrimoJailson,"""Eu sou à favor do Coronel MARCOS PONTES para ser vice presidente do Jair Bolsonaro ! É a solução mais lógica !!!""",
1021796417399123968,BlogdoNoblat,"""Para onde me mudarei se Bolsonaro se eleger presidente. """,
1021796422977552384,thicico,"""@BelaSofiee @DnloPortela @aavs1976 Serassi eu for presa me colocam na mesma cela do lula? 😍😍""",
1021796428367183874,puurehemp,"""@LeoDiniz12 maconheiro q gosta de bolsonaro é foda .... vai kkk pm te pegar fumando vai te comer na porrada""",
1021796429164146689,luansouleather,"""Gostei de um vídeo @YouTube  GENTILI DISCUTE MACHISMO, BOLSONARO E REVELA: ""SEMPRE ANULEI MEUS VOTOS""""",
1021796438387449861,rudy_cant_fail,"""@jtgazmuri Mejor di que estás de acuerdo con él en esta pasada, porque calificarlo como decente solo porque critica apoyo a Lula es ser más gusano que todos los DC juntos""",
1021796452069265408,NandoDeSLZ,"""@Mirabili Entre quatro paredes não dá. Não tenho essa intimidade toda. E nem almejo isso. Mas creio que ele poderá falar abertamente isso, talvez até em público, pois é notória a história de Lula e Sarney na política. Por favor, mantenha a compostura""",
1021796459375734784,mardukmg,"""@LourenzoAL @RicaPerrone Jaja apaga. Pq a partir do momento que Bolsonaro passar a frente, ele fica ate o final. O botão do excluir ja deve está coçando.""",
1021796465327460354,Dom_Carmel,"""@paulacamara_ Bolsonaro já procura sua quarta opção para vice...,  O DISCURSO CONCILIADOR E MODERADO DE JANAÍNA PASCHOAL Ñ AGRADA QUEM QUER QUEBRAR TUDO E REFUNDAR A REPÚBLICA DO ZERO...,    …""",
1021796469957898242,fabiaowink,"""@10Junioor @Gi_Tricolor22 @FoxSportsBrasil Que boa fase que dura 20 anos e tem um rebaixamento no meio? Isso sem contar o Brasileiro de 2005 e outros mais aí roubados! Torça mesmo para manter Andres no comando e vá pra manifestação pra soltar o Lula. Só assim mesmo!""",
1021796474617778179,C_TorresFrias,"""@maxcolodro Ud está seguro que Lula es culpable? Porque si el pdte Temer que tiene grabaciones ordenando coimear a un empresario y no está siendo procesado dudaría mucho de ese poder judicial""",
1021796478732447746,danizindanizin,"""Meu tio é fanboy do Lula""",
1021796494830170112,Helio__Chaves,"""Grupo joga tinta vermelha no STF e grita 'Lula livre' """,
